UTC_Datetime,UTC_Date,UTC_Time,Time_ms,Epoch_Time,ui1KlrFineTuneAct,Countershaft_Speed,Countershaft_Speed_Valid,Output_Speed,Output_Speed_Valid,Main_Shaft_Speed,Main_Shaft_Speed_Valid,Road_Inclination_Sensor,Road_Inclination_Sensor_Valid,Clutch_Actual_Position_ASW,Clutch_Actual_Position_Filtered_ASW,Clutch_Intended_Position_ASW,KlrActionState,Control_Deviation,Supply_Pressure,Supply_Pressure_Valid,Clutch_Position_Raw,Clutch_Position_Raw_Valid,Clutch_Position_Raw_Invers,Clutch_Position_Raw_Invers_Valid,Filtered_Actual_Clutch_Travel_percentage,Actual_Clutch_Travel_percentage,Exhaust_Valve_Fast_Off_Time,Exhaust_Valve_Slow_Off_Time,Ventilation_Valve_Fast_Off_Time,Ventilation_Valve_Slow_Off_Time,Exhaust_Valve_Fast_On_Time,Exhaust_Valve_Slow_On_Time,Ventilation_Valve_Fast_On_Time,Ventilation_Valve_Slow_On_Time,Kisspoint,ds_ccl_app_sCltActuDes,Clutch_Intended_Position_ASW_Situation_Analysis,Clutch_ClosePosition_Learned_Value,Clutch_Open_Position_Learned_Value,ErrCntrUnintdCls,Clutch_Temperature,Gear_Box_Oil_Temperature,Gear_Box_Oil_Temperature_Valid,Clutch_Current_Value,Coolant_temperature_Current_value,Ambient_temperature_Current_value,Air_Supply_Pressure_Current_value,Engine_speed_Current_value,Engine_idle_speed_Current_value,Input_Shaft_Speed_Current_Value,Output_Shaft_Speed_Current_Value,Engine_torque_Current_Value,Engine_friction_torque_Current_value,Current_Gear_Current_State_from_TCM,Feedback_about_requested_Gear,High_Resolution_Accelerator_Pedal_Position_Current_value,Brake_Pedal_Position3_Current_value,Service_brake_Switch_Current_state,Vehicle_Speed_Current_value_CPC,Road_Gradient_Current_Value,Vehicle_Weight_Current_Value,Vehicle_Number
2023-05-30T07:55:52.600Z,5/30/2023,55:52.6,600,1.68543E+12,0,978,1,592,1,590,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,1,51,18,752,1082,496,1,10,-4987,-232,8,8,64,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.610Z,5/30/2023,55:52.6,610,1.68543E+12,0,980,1,590,1,589,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,1,51,18,752,1082,496,1,10,-4987,-232,8,8,64,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.620Z,5/30/2023,55:52.6,620,1.68543E+12,0,977,1,589,1,589,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,1,51,18,752,1091,496,1,10,-4987,-235,8,8,64,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.630Z,5/30/2023,55:52.6,630,1.68543E+12,0,968,1,593,1,589,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,1,51,18,752,1091,496,1,0,-4998,-235,8,8,64,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.640Z,5/30/2023,55:52.6,640,1.68543E+12,0,968,1,590,1,590,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,0,51,18,752,1091,496,1,0,-5000,-235,8,8,64,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.650Z,5/30/2023,55:52.6,650,1.68543E+12,0,977,1,588,1,587,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,1,51,18,752,1092,496,1,0,-5000,-236,8,8,64,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.670Z,5/30/2023,55:52.7,670,1.68543E+12,0,969,1,595,1,587,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,1,51,18,752,1094,496,1,0,-4999,-238,8,8,64,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.675Z,5/30/2023,55:52.7,675,1.68543E+12,0,974,1,588,1,592,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,0,51,18,752,1094,496,1,1,-4998,-238,8,8,64,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.680Z,5/30/2023,55:52.7,680,1.68543E+12,0,974,1,588,1,593,1,65,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,0,51,18,752,1095,496,1,1,-4998,-238,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.690Z,5/30/2023,55:52.7,690,1.68543E+12,0,974,1,588,1,589,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,1,51,18,752,1113,496,1,1,-4998,-242,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.695Z,5/30/2023,55:52.7,695,1.68543E+12,0,971,1,590,1,589,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,0,51,18,752,1113,496,1,1,-4997,-242,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.745Z,5/30/2023,55:52.7,745,1.68543E+12,0,971,1,590,1,592,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,0,51,18,752,1113,496,1,1,-4997,-242,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.750Z,5/30/2023,55:52.7,750,1.68543E+12,0,974,1,591,1,592,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3480,23,1,0,51,18,752,1113,496,1,2,-4996,-242,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.755Z,5/30/2023,55:52.8,755,1.68543E+12,0,974,1,591,1,593,1,65,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1113,496,1,2,-4996,-242,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.760Z,5/30/2023,55:52.8,760,1.68543E+12,0,968,1,585,1,593,1,65,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1118,496,1,2,-4996,-242,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.800Z,5/30/2023,55:52.8,800,1.68543E+12,0,968,1,585,1,586,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1118,496,1,3,-4995,-243,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.820Z,5/30/2023,55:52.8,820,1.68543E+12,0,968,1,585,1,585,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1118,496,1,3,-4995,-243,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.825Z,5/30/2023,55:52.8,825,1.68543E+12,0,968,1,585,1,587,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1118,496,1,3,-4996,-243,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.840Z,5/30/2023,55:52.8,840,1.68543E+12,0,975,1,587,1,588,1,65,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1125,496,1,3,-4996,-245,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.845Z,5/30/2023,55:52.8,845,1.68543E+12,0,974,1,587,1,588,1,65,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1164,496,1,5,-4993,-253,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.875Z,5/30/2023,55:52.9,875,1.68543E+12,0,981,1,595,1,589,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1164,496,1,5,-4993,-253,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.880Z,5/30/2023,55:52.9,880,1.68543E+12,0,981,1,595,1,589,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1164,496,1,5,-4993,-253,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.895Z,5/30/2023,55:52.9,895,1.68543E+12,0,978,1,595,1,589,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1164,496,1,6,-4992,-253,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.900Z,5/30/2023,55:52.9,900,1.68543E+12,0,982,1,589,1,586,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1164,496,1,6,-4992,-253,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:52.985Z,5/30/2023,55:53.0,985,1.68543E+12,0,982,1,589,1,589,1,65,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3481,23,1,0,51,18,752,1164,496,1,6,-4991,-253,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.000Z,5/30/2023,7:55:53,0,1.68543E+12,0,982,1,589,1,589,1,65,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1164,496,1,6,-4992,-253,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.005Z,5/30/2023,55:53.0,5,1.68543E+12,0,983,1,589,1,591,1,65,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1167,496,1,8,-4988,-253,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.010Z,5/30/2023,55:53.0,10,1.68543E+12,0,983,1,589,1,581,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1167,496,1,8,-4990,-254,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.015Z,5/30/2023,55:53.0,15,1.68543E+12,0,981,1,592,1,581,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1170,496,1,8,-4990,-254,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.020Z,5/30/2023,55:53.0,20,1.68543E+12,0,980,1,592,1,581,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1170,496,1,8,-4988,-255,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.035Z,5/30/2023,55:53.0,35,1.68543E+12,0,980,1,592,1,581,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,8,-4988,-260,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.040Z,5/30/2023,55:53.0,40,1.68543E+12,0,980,1,592,1,581,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,8,-4989,-260,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.060Z,5/30/2023,55:53.1,60,1.68543E+12,0,959,1,582,1,581,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,10,-4987,-260,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.070Z,5/30/2023,55:53.1,70,1.68543E+12,0,956,1,582,1,587,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,10,-4987,-260,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.075Z,5/30/2023,55:53.1,75,1.68543E+12,0,980,1,594,1,594,1,65,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,10,-4987,-260,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.080Z,5/30/2023,55:53.1,80,1.68543E+12,0,980,1,594,1,594,1,65,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,10,-4987,-260,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.095Z,5/30/2023,55:53.1,95,1.68543E+12,0,974,1,588,1,594,1,65,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,10,-4987,-260,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.105Z,5/30/2023,55:53.1,105,1.68543E+12,0,974,1,588,1,587,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,0,-5000,-265,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.115Z,5/30/2023,55:53.1,115,1.68543E+12,0,965,1,588,1,582,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,0,-5000,-265,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.120Z,5/30/2023,55:53.1,120,1.68543E+12,0,982,1,593,1,580,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,0,-4998,-265,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.140Z,5/30/2023,55:53.1,140,1.68543E+12,0,982,1,593,1,590,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,0,-4998,-265,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.150Z,5/30/2023,55:53.1,150,1.68543E+12,0,982,1,593,1,590,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,1,-4997,-265,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.170Z,5/30/2023,55:53.2,170,1.68543E+12,0,978,1,587,1,580,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1212,496,1,1,-4997,-266,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.195Z,5/30/2023,55:53.2,195,1.68543E+12,0,956,1,584,1,580,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1218,496,1,3,-4996,-267,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.200Z,5/30/2023,55:53.2,200,1.68543E+12,0,959,1,584,1,580,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1237,496,1,3,-4996,-267,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.205Z,5/30/2023,55:53.2,205,1.68543E+12,0,968,1,584,1,580,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3482,23,1,0,51,18,752,1237,496,1,3,-4996,-273,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.215Z,5/30/2023,55:53.2,215,1.68543E+12,0,967,1,585,1,584,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1237,496,1,5,-4993,-273,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.225Z,5/30/2023,55:53.2,225,1.68543E+12,0,967,1,585,1,585,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1237,496,1,5,-4992,-273,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.265Z,5/30/2023,55:53.3,265,1.68543E+12,0,967,1,585,1,585,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1256,496,1,5,-4992,-276,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.270Z,5/30/2023,55:53.3,270,1.68543E+12,0,967,1,585,1,583,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1256,496,1,5,-4992,-276,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.290Z,5/30/2023,55:53.3,290,1.68543E+12,0,965,1,588,1,583,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1256,496,1,5,-4992,-276,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.305Z,5/30/2023,55:53.3,305,1.68543E+12,0,968,1,584,1,583,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1256,496,1,6,-4992,-276,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.310Z,5/30/2023,55:53.3,310,1.68543E+12,0,972,1,584,1,583,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1267,496,1,6,-4992,-279,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.320Z,5/30/2023,55:53.3,320,1.68543E+12,0,972,1,584,1,586,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1267,496,1,6,-4992,-279,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.340Z,5/30/2023,55:53.3,340,1.68543E+12,0,968,1,586,1,586,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1267,496,1,6,-4991,-279,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.345Z,5/30/2023,55:53.3,345,1.68543E+12,0,968,1,586,1,585,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1291,496,1,6,-4991,-285,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.355Z,5/30/2023,55:53.4,355,1.68543E+12,0,968,1,586,1,585,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1291,496,1,9,-4988,-285,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.360Z,5/30/2023,55:53.4,360,1.68543E+12,0,962,1,583,1,585,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1300,496,1,9,-4988,-290,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.370Z,5/30/2023,55:53.4,370,1.68543E+12,0,60,1,581,1,583,1,65,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1300,496,1,9,-4988,-290,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.380Z,5/30/2023,55:53.4,380,1.68543E+12,0,60,1,581,1,585,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1300,496,1,0,-5000,-290,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.390Z,5/30/2023,55:53.4,390,1.68543E+12,0,967,1,585,1,586,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1308,496,1,0,-5000,-290,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.420Z,5/30/2023,55:53.4,420,1.68543E+12,0,968,1,585,1,584,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1308,496,1,0,-4999,-290,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.425Z,5/30/2023,55:53.4,425,1.68543E+12,0,966,1,586,1,584,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1328,496,1,0,-4999,-295,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.445Z,5/30/2023,55:53.4,445,1.68543E+12,0,966,1,586,1,584,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1328,496,1,1,-4998,-295,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.450Z,5/30/2023,55:53.4,450,1.68543E+12,0,966,1,581,1,586,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3483,23,1,0,51,18,752,1328,496,1,2,-4997,-295,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.465Z,5/30/2023,55:53.5,465,1.68543E+12,0,966,1,581,1,579,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1328,496,1,2,-4996,-295,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.480Z,5/30/2023,55:53.5,480,1.68543E+12,0,966,1,37,1,579,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1334,496,1,2,-4996,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.485Z,5/30/2023,55:53.5,485,1.68543E+12,0,964,1,585,1,580,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1334,496,1,4,-4995,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.495Z,5/30/2023,55:53.5,495,1.68543E+12,0,967,1,587,1,586,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1365,496,1,4,-4995,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.500Z,5/30/2023,55:53.5,500,1.68543E+12,0,966,1,587,1,586,1,0,1,0,0,0,3,0,0,0,24,1,1,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1365,496,1,4,-4995,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.520Z,5/30/2023,55:53.5,520,1.68543E+12,0,969,1,584,1,583,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1365,496,1,4,-4995,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.525Z,5/30/2023,55:53.5,525,1.68543E+12,0,969,1,584,1,580,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1365,496,1,4,-4995,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.530Z,5/30/2023,55:53.5,530,1.68543E+12,0,969,1,584,1,580,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1365,496,1,4,-4995,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.540Z,5/30/2023,55:53.5,540,1.68543E+12,0,967,1,582,1,588,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1365,496,1,4,-4994,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
2023-05-30T07:55:53.545Z,5/30/2023,55:53.5,545,1.68543E+12,0,965,1,586,1,584,1,0,1,0,0,0,3,0,0,0,24,1,25,1,0,0,0,0,0,0,0,0,0,0,49,327,0,25,41,0,3484,23,1,0,51,18,752,1365,496,1,4,-4994,-305,8,8,44,0,2,34,0,null,574442393633343033314C393037383032
